candidate_id,model_kind,feature_selection_mode,feature_selection_top_k,feature_selection_min_features,feature_selection_min_abs_spearman,feature_selection_min_mutual_info,feature_selection_correlation_threshold,feature_selection_lasso_alpha,robust_clip,calibration,target_transform,prediction_clip,alpha,l1_ratio,epsilon,n_components,fit_intercept,max_iter,tol
223,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.05,,,True,500000,0.0001
224,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.05,,,True,500000,0.0001
225,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.05,,,True,500000,0.0001
226,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.05,,,True,500000,0.0001
227,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.05,,,True,500000,0.0001
228,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.1,,,True,500000,0.0001
229,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.1,,,True,500000,0.0001
230,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.1,,,True,500000,0.0001
231,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.1,,,True,500000,0.0001
232,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.1,,,True,500000,0.0001
233,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.1,,,True,500000,0.0001
234,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.2,,,True,500000,0.0001
235,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.2,,,True,500000,0.0001
236,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.2,,,True,500000,0.0001
237,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.2,,,True,500000,0.0001
238,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.2,,,True,500000,0.0001
239,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.2,,,True,500000,0.0001
240,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.3,,,True,500000,0.0001
241,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.3,,,True,500000,0.0001
242,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.3,,,True,500000,0.0001
243,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.3,,,True,500000,0.0001
244,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.3,,,True,500000,0.0001
245,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.3,,,True,500000,0.0001
246,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.4,,,True,500000,0.0001
247,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.4,,,True,500000,0.0001
248,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.4,,,True,500000,0.0001
249,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.4,,,True,500000,0.0001
250,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.4,,,True,500000,0.0001
251,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.4,,,True,500000,0.0001
252,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.5,,,True,500000,0.0001
253,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.5,,,True,500000,0.0001
254,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.5,,,True,500000,0.0001
255,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.5,,,True,500000,0.0001
256,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.5,,,True,500000,0.0001
257,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.5,,,True,500000,0.0001
258,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.6,,,True,500000,0.0001
259,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.6,,,True,500000,0.0001
260,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.6,,,True,500000,0.0001
261,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.6,,,True,500000,0.0001
262,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.6,,,True,500000,0.0001
263,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.6,,,True,500000,0.0001
264,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.7,,,True,500000,0.0001
265,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.7,,,True,500000,0.0001
266,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.7,,,True,500000,0.0001
267,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.7,,,True,500000,0.0001
268,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.7,,,True,500000,0.0001
269,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.7,,,True,500000,0.0001
270,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.8,,,True,500000,0.0001
271,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.8,,,True,500000,0.0001
272,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.8,,,True,500000,0.0001
273,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.8,,,True,500000,0.0001
274,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.8,,,True,500000,0.0001
275,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.8,,,True,500000,0.0001
276,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.9,,,True,500000,0.0001
277,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.9,,,True,500000,0.0001
278,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.9,,,True,500000,0.0001
279,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.9,,,True,500000,0.0001
280,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.9,,,True,500000,0.0001
281,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.9,,,True,500000,0.0001
282,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.95,,,True,500000,0.0001
283,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.95,,,True,500000,0.0001
284,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.95,,,True,500000,0.0001
285,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.95,,,True,500000,0.0001
286,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.95,,,True,500000,0.0001
287,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.95,,,True,500000,0.0001
288,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.0003,0.99,,,True,500000,0.0001
289,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.0003,0.99,,,True,500000,0.0001
290,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.0003,0.99,,,True,500000,0.0001
291,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.0003,0.99,,,True,500000,0.0001
292,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.0003,0.99,,,True,500000,0.0001
293,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.0003,0.99,,,True,500000,0.0001
294,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.01,,,True,500000,0.0001
295,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.01,,,True,500000,0.0001
296,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.01,,,True,500000,0.0001
297,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.01,,,True,500000,0.0001
298,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.01,,,True,500000,0.0001
299,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.01,,,True,500000,0.0001
300,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.05,,,True,500000,0.0001
301,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.05,,,True,500000,0.0001
302,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.05,,,True,500000,0.0001
303,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.05,,,True,500000,0.0001
304,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.05,,,True,500000,0.0001
305,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.05,,,True,500000,0.0001
306,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.1,,,True,500000,0.0001
307,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.1,,,True,500000,0.0001
308,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.1,,,True,500000,0.0001
309,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.1,,,True,500000,0.0001
310,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.1,,,True,500000,0.0001
311,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.1,,,True,500000,0.0001
312,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.2,,,True,500000,0.0001
313,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.2,,,True,500000,0.0001
314,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.2,,,True,500000,0.0001
315,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.2,,,True,500000,0.0001
316,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.2,,,True,500000,0.0001
317,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.2,,,True,500000,0.0001
318,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.3,,,True,500000,0.0001
319,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.3,,,True,500000,0.0001
320,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.3,,,True,500000,0.0001
321,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.3,,,True,500000,0.0001
322,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.3,,,True,500000,0.0001
323,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.3,,,True,500000,0.0001
324,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.4,,,True,500000,0.0001
325,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.4,,,True,500000,0.0001
326,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.4,,,True,500000,0.0001
327,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.4,,,True,500000,0.0001
328,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.4,,,True,500000,0.0001
329,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.4,,,True,500000,0.0001
330,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.5,,,True,500000,0.0001
331,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.5,,,True,500000,0.0001
332,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.5,,,True,500000,0.0001
333,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.5,,,True,500000,0.0001
334,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.5,,,True,500000,0.0001
335,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.5,,,True,500000,0.0001
336,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.6,,,True,500000,0.0001
337,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.6,,,True,500000,0.0001
338,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.6,,,True,500000,0.0001
339,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.6,,,True,500000,0.0001
340,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.6,,,True,500000,0.0001
341,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.6,,,True,500000,0.0001
342,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.7,,,True,500000,0.0001
343,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.7,,,True,500000,0.0001
344,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.7,,,True,500000,0.0001
345,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.7,,,True,500000,0.0001
346,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.7,,,True,500000,0.0001
347,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.7,,,True,500000,0.0001
348,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.8,,,True,500000,0.0001
349,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.8,,,True,500000,0.0001
350,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.8,,,True,500000,0.0001
351,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.8,,,True,500000,0.0001
352,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.8,,,True,500000,0.0001
353,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.8,,,True,500000,0.0001
354,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.9,,,True,500000,0.0001
355,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.9,,,True,500000,0.0001
356,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.9,,,True,500000,0.0001
357,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.9,,,True,500000,0.0001
358,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.9,,,True,500000,0.0001
359,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.9,,,True,500000,0.0001
360,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.95,,,True,500000,0.0001
361,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.95,,,True,500000,0.0001
362,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.95,,,True,500000,0.0001
363,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.95,,,True,500000,0.0001
364,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.95,,,True,500000,0.0001
365,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.95,,,True,500000,0.0001
366,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,0.99,,,True,500000,0.0001
367,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,0.99,,,True,500000,0.0001
368,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,0.99,,,True,500000,0.0001
369,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,0.99,,,True,500000,0.0001
370,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,0.99,,,True,500000,0.0001
371,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,0.99,,,True,500000,0.0001
372,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.01,,,True,500000,0.0001
373,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.01,,,True,500000,0.0001
374,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.01,,,True,500000,0.0001
375,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.01,,,True,500000,0.0001
376,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.01,,,True,500000,0.0001
377,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.01,,,True,500000,0.0001
378,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.05,,,True,500000,0.0001
379,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.05,,,True,500000,0.0001
380,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.05,,,True,500000,0.0001
381,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.05,,,True,500000,0.0001
382,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.05,,,True,500000,0.0001
383,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.05,,,True,500000,0.0001
384,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.1,,,True,500000,0.0001
385,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.1,,,True,500000,0.0001
386,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.1,,,True,500000,0.0001
387,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.1,,,True,500000,0.0001
388,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.1,,,True,500000,0.0001
389,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.1,,,True,500000,0.0001
390,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.2,,,True,500000,0.0001
391,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.2,,,True,500000,0.0001
392,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.2,,,True,500000,0.0001
393,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.2,,,True,500000,0.0001
394,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.2,,,True,500000,0.0001
395,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.2,,,True,500000,0.0001
396,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.3,,,True,500000,0.0001
397,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.3,,,True,500000,0.0001
398,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.3,,,True,500000,0.0001
399,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.3,,,True,500000,0.0001
400,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.3,,,True,500000,0.0001
401,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.3,,,True,500000,0.0001
402,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.4,,,True,500000,0.0001
403,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.4,,,True,500000,0.0001
404,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.4,,,True,500000,0.0001
405,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.4,,,True,500000,0.0001
406,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.4,,,True,500000,0.0001
407,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.4,,,True,500000,0.0001
408,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.5,,,True,500000,0.0001
409,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.5,,,True,500000,0.0001
410,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.5,,,True,500000,0.0001
411,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.5,,,True,500000,0.0001
412,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.5,,,True,500000,0.0001
413,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.5,,,True,500000,0.0001
414,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.6,,,True,500000,0.0001
415,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.6,,,True,500000,0.0001
416,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.6,,,True,500000,0.0001
417,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.6,,,True,500000,0.0001
418,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.6,,,True,500000,0.0001
419,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.6,,,True,500000,0.0001
420,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.7,,,True,500000,0.0001
421,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.7,,,True,500000,0.0001
422,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.7,,,True,500000,0.0001
423,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.7,,,True,500000,0.0001
424,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.7,,,True,500000,0.0001
425,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.7,,,True,500000,0.0001
426,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.8,,,True,500000,0.0001
427,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.8,,,True,500000,0.0001
428,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.8,,,True,500000,0.0001
429,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.8,,,True,500000,0.0001
430,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.8,,,True,500000,0.0001
431,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.8,,,True,500000,0.0001
432,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.9,,,True,500000,0.0001
433,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.9,,,True,500000,0.0001
434,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.9,,,True,500000,0.0001
435,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.9,,,True,500000,0.0001
436,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.9,,,True,500000,0.0001
437,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.9,,,True,500000,0.0001
438,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.95,,,True,500000,0.0001
439,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,0.95,,,True,500000,0.0001
440,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,0.95,,,True,500000,0.0001
441,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,0.95,,,True,500000,0.0001
442,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,0.95,,,True,500000,0.0001
443,elastic_net,none,40,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,0.95,,,True,500000,0.0001
444,elastic_net,none,40,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,0.99,,,True,500000,0.0001
